noise_level,seed,strategy,grade,precision,recall,f1,support
0.0,123,cross_site_blend_75,1,0.4117647058823529,0.4158415841584158,0.41379310344827586,101
0.0,123,cross_site_blend_75,2,0.5074626865671642,0.33663366336633666,0.40476190476190477,101
0.0,123,cross_site_blend_75,3,0.45348837209302323,0.39,0.41935483870967744,100
0.0,123,cross_site_blend_75,4,0.4642857142857143,0.39,0.42391304347826086,100
0.0,123,cross_site_blend_75,5,0.5585585585585585,0.6262626262626263,0.5904761904761905,99
0.0,123,cross_site_blend_75,high_grade_4_5,0.7076923076923077,0.6934673366834171,0.700507614213198,199
0.0,123,cross_site_full,0,0.5306122448979592,0.78,0.631578947368421,100
0.0,123,cross_site_full,1,0.3894736842105263,0.36633663366336633,0.37755102040816324,101
0.0,123,cross_site_full,2,0.4782608695652174,0.32673267326732675,0.38823529411764707,101
0.0,123,cross_site_full,3,0.41414141414141414,0.41,0.4120603015075377,100
0.0,123,cross_site_full,4,0.4523809523809524,0.38,0.41304347826086957,100
0.0,123,cross_site_full,5,0.5607476635514018,0.6060606060606061,0.5825242718446602,99
0.0,123,cross_site_full,high_grade_4_5,0.7015706806282722,0.6733668341708543,0.6871794871794872,199
0.0,123,fedavg,0,0.5968992248062015,0.77,0.6724890829694323,100
0.0,123,fedavg,1,0.41935483870967744,0.25742574257425743,0.31901840490797545,101
0.0,123,fedavg,2,0.4742268041237113,0.45544554455445546,0.46464646464646464,101
0.0,123,fedavg,3,0.38345864661654133,0.51,0.43776824034334766,100
0.0,123,fedavg,4,0.40540540540540543,0.45,0.4265402843601896,100
0.0,123,fedavg,5,0.6956521739130435,0.48484848484848486,0.5714285714285714,99
0.0,123,fedavg,high_grade_4_5,0.6777777777777778,0.6130653266331658,0.6437994722955145,199
0.0,2025,cross_site_blend_50,0,0.5664335664335665,0.801980198019802,0.6639344262295082,101
0.0,2025,cross_site_blend_50,1,0.36633663366336633,0.37373737373737376,0.37,99
0.0,2025,cross_site_blend_50,2,0.3939393939393939,0.38613861386138615,0.39,101
0.0,2025,cross_site_blend_50,3,0.4444444444444444,0.2376237623762376,0.3096774193548387,101
0.0,2025,cross_site_blend_50,4,0.36036036036036034,0.40404040404040403,0.38095238095238093,99
0.0,2025,cross_site_blend_50,5,0.4731182795698925,0.44,0.45595854922279794,100
