noise_level,seed,strategy,site_id,qwk,accuracy,macro_f1,support
0.35,42,cross_site_blend_75,3,0.7615419094576423,0.618421052631579,0.6072635697635698,76
0.35,42,cross_site_blend_75,4,0.6399931016642235,0.44,0.43656725990059325,75
0.35,42,cross_site_full,0,0.6843835616438356,0.4666666666666667,0.4351852584320102,270
0.35,42,cross_site_full,1,0.5574043261231281,0.4444444444444444,0.43049270990447464,90
0.35,42,cross_site_full,2,0.6537815126050419,0.5111111111111111,0.48492224475997286,90
0.35,42,cross_site_full,3,0.7766652154984763,0.5526315789473685,0.5251670843776107,76
0.35,42,cross_site_full,4,0.6777703381319049,0.5066666666666667,0.4988344988344988,75
0.35,42,fedavg,0,0.6686913307564881,0.45185185185185184,0.42097342042697233,270
0.35,42,fedavg,1,0.6152512998266898,0.4444444444444444,0.42816697191697184,90
0.35,42,fedavg,2,0.6829679595278246,0.5444444444444444,0.5207302444144549,90
0.35,42,fedavg,3,0.7772123893805309,0.5789473684210527,0.5681606222980697,76
0.35,42,fedavg,4,0.635036496350365,0.4266666666666667,0.41831532664866006,75
0.35,99,cross_site_blend_50,0,0.5187231430325353,0.3333333333333333,0.3199761467726357,270
0.35,99,cross_site_blend_50,1,0.5449735449735451,0.4111111111111111,0.4108788230739451,90
0.35,99,cross_site_blend_50,2,0.565377532228361,0.43333333333333335,0.41903711581130937,90
0.35,99,cross_site_blend_50,3,0.6045829412741461,0.4342105263157895,0.4265253989167033,76
0.35,99,cross_site_blend_50,4,0.5158625753357604,0.38666666666666666,0.37539348605267264,75
0.35,99,cross_site_blend_75,0,0.5497912939773405,0.34444444444444444,0.32571769639438813,270
0.35,99,cross_site_blend_75,1,0.5628140703517588,0.37777777777777777,0.3713778844213627,90
0.35,99,cross_site_blend_75,2,0.5373406193078325,0.43333333333333335,0.4223097290839226,90
0.35,99,cross_site_blend_75,3,0.6029364483978137,0.4342105263157895,0.4160418182157313,76
0.35,99,cross_site_blend_75,4,0.5213591674811706,0.38666666666666666,0.37236628658197285,75
0.35,99,cross_site_full,0,0.577221228384019,0.3592592592592593,0.3432311312658866,270
0.35,99,cross_site_full,1,0.5893155258764609,0.4,0.3905913978494624,90
0.35,99,cross_site_full,2,0.5963302752293579,0.45555555555555555,0.44496031746031744,90
0.35,99,cross_site_full,3,0.5751369900924337,0.4605263157894737,0.44736495388669306,76
0.35,99,cross_site_full,4,0.47883236123126727,0.4,0.381811210796718,75
0.35,99,fedavg,0,0.5484830458060678,0.37777777777777777,0.3636927981363883,270
0.35,99,fedavg,1,0.676126878130217,0.45555555555555555,0.4441088581181461,90
0.35,99,fedavg,2,0.5792349726775956,0.4666666666666667,0.4590218832891247,90
0.35,99,fedavg,3,0.6078535139712109,0.4473684210526316,0.4334423949641341,76
0.35,99,fedavg,4,0.4288412330937005,0.3466666666666667,0.34157619754715945,75
0.35,123,cross_site_blend_50,0,0.6224899598393574,0.44814814814814813,0.43476903373407455,270
0.35,123,cross_site_blend_50,1,0.68824531516184,0.4666666666666667,0.4443395845936681,90
0.35,123,cross_site_blend_50,2,0.6761061946902656,0.4777777777777778,0.46958539845967096,90
0.35,123,cross_site_blend_50,3,0.6566265060240963,0.4473684210526316,0.44077042829730995,76
0.35,123,cross_site_blend_50,4,0.6002307945928125,0.4533333333333333,0.4376089011771171,75
0.35,123,cross_site_blend_75,0,0.6305949008498584,0.4703703703703704,0.45944305326390317,270
0.35,123,cross_site_blend_75,1,0.674457429048414,0.4444444444444444,0.41587193851899734,90
0.35,123,cross_site_blend_75,2,0.6587436332767402,0.4888888888888889,0.4753068986383781,90
0.35,123,cross_site_blend_75,3,0.6368869445084043,0.4605263157894737,0.4562409812409813,76
0.35,123,cross_site_blend_75,4,0.6207749381698269,0.48,0.46282182438192665,75
0.35,123,cross_site_full,0,0.6201022146507666,0.43703703703703706,0.4234409569672859,270
0.35,123,cross_site_full,1,0.6405451448040886,0.4222222222222222,0.39956086059534335,90
0.35,123,cross_site_full,2,0.6814310051107324,0.4777777777777778,0.4642729134664618,90
