representation,representation_family,branch,fold,neural_seed,k_value,scanner_balanced_accuracy,scanner_macro_f1,category_balanced_accuracy,category_macro_f1,category_weighted_f1,neighborhood_purity_k1,neighborhood_purity_k5,neighborhood_purity_k10,scanner_category_ratio,category_scanner_ratio
linear_keep_k8,linear_decomposition,keep,3,,4,0.7153846153846153,0.715773874747308,0.4155394288613466,0.35927451967688234,0.4204533722177659,0.9884615384615385,0.8984615384615384,0.7662820512820513,1.7215805906671693,0.5808615672255383
linear_keep_k8,linear_decomposition,keep,4,,4,0.7672514619883041,0.7672254382845288,0.36710632562824014,0.33293186551817183,0.43273841001128366,0.952046783625731,0.8603508771929824,0.7299415204678362,2.0899979336375734,0.47846937257948985
linear_removed_k1,linear_decomposition,removed,0,,1,0.41666666666666663,0.4077244926900131,0.06880215804185516,0.04318612383082395,0.048332468137928214,0.21666666666666667,0.19333333333333333,0.18138888888888888,6.0560115921537125,0.1651251793004524
linear_removed_k1,linear_decomposition,removed,1,,1,0.4126984126984127,0.39762994878286206,0.12136247010219614,0.0651179864494473,0.0669272348507582,0.23174603174603176,0.24338624338624337,0.23862433862433863,3.400543943699318,0.2940706006322445
linear_removed_k1,linear_decomposition,removed,2,,1,0.4206896551724138,0.4084414846753354,0.08613312613312613,0.04430434594219854,0.04892941582519237,0.2731034482758621,0.27255172413793105,0.2649655172413793,4.884179572470201,0.2047426768738244
linear_removed_k1,linear_decomposition,removed,3,,1,0.3717948717948718,0.36620714563947543,0.11454920933365736,0.07341906266721275,0.10055289671586551,0.29102564102564105,0.2494871794871795,0.2571794871794872,3.245721851400238,0.30809787338018185
linear_removed_k1,linear_decomposition,removed,4,,1,0.41637426900584795,0.40475889493690687,0.14812918475049414,0.07696261309618375,0.10798121124709106,0.24912280701754386,0.24233918128654972,0.22654970760233917,2.810886117460111,0.3557596993305407
linear_removed_k16,linear_decomposition,removed,0,,4,0.8375,0.8365442326872469,0.10364035087719299,0.07291114114643528,0.06671699397189593,0.25277777777777777,0.2586111111111111,0.2540277777777778,8.08082945408379,0.12374967268918566
linear_removed_k16,linear_decomposition,removed,1,,4,0.837037037037037,0.8365557546379305,0.14273189823874755,0.09298841485625084,0.09783638658461165,0.2402116402116402,0.2617989417989418,0.25915343915343914,5.864400651611357,0.17052040940027363
linear_removed_k16,linear_decomposition,removed,2,,4,0.8510344827586207,0.8515563965135587,0.14512691012691012,0.10706956724041598,0.11245086723259755,0.2524137931034483,0.23779310344827587,0.24,5.864070846781005,0.17052999974393815
linear_removed_k16,linear_decomposition,removed,3,,4,0.8794871794871796,0.8794769015352177,0.12370681605975724,0.07219550288275475,0.06645691264188694,0.33589743589743587,0.35102564102564104,0.3503846153846154,7.10944802800792,0.14065789581138577
linear_removed_k16,linear_decomposition,removed,4,,4,0.8818713450292398,0.8819126296279093,0.16788039785875838,0.13835350839055444,0.1829479337169188,0.2608187134502924,0.25146198830409355,0.2446783625730994,5.252973880674135,0.1903683556621199
linear_removed_k2,linear_decomposition,removed,0,,2,0.5583333333333333,0.555990995871981,0.11286549707602339,0.0749447072833582,0.06972141846423165,0.27361111111111114,0.23916666666666667,0.2388888888888889,4.946891191709844,0.20214715894213145
linear_removed_k2,linear_decomposition,removed,1,,2,0.6042328042328042,0.6077797444300213,0.1206688410524027,0.07014013038506056,0.0665165956400627,0.30264550264550266,0.25671957671957674,0.2561904761904762,5.007363947171787,0.19970587529688363
linear_removed_k2,linear_decomposition,removed,2,,2,0.5889655172413794,0.5853075075766396,0.10881766381766382,0.07850671272597398,0.10613218191251148,0.26482758620689656,0.23310344827586207,0.22220689655172413,5.4124072928845175,0.18476067041640812
linear_removed_k2,linear_decomposition,removed,3,,2,0.5525641025641025,0.5487173680412114,0.09687196491991013,0.061340773161205016,0.07723865364019757,0.3423076923076923,0.2994871794871795,0.30128205128205127,5.704066217929412,0.1753135328016935
linear_removed_k2,linear_decomposition,removed,4,,2,0.6479532163742691,0.6498630370853613,0.13830383158826215,0.12191563373562246,0.20536646657954533,0.2771929824561403,0.24842105263157896,0.23801169590643276,4.684998303613599,0.21344724911184862
linear_removed_k32,linear_decomposition,removed,0,,4,0.8375,0.8365442326872469,0.10364035087719299,0.07291114114643528,0.06671699397189593,0.25277777777777777,0.2586111111111111,0.2540277777777778,8.08082945408379,0.12374967268918566
linear_removed_k32,linear_decomposition,removed,1,,4,0.837037037037037,0.8365557546379305,0.14273189823874755,0.09298841485625084,0.09783638658461165,0.2402116402116402,0.2617989417989418,0.25915343915343914,5.864400651611357,0.17052040940027363
linear_removed_k32,linear_decomposition,removed,2,,4,0.8510344827586207,0.8515563965135587,0.14512691012691012,0.10706956724041598,0.11245086723259755,0.2524137931034483,0.23779310344827587,0.24,5.864070846781005,0.17052999974393815
linear_removed_k32,linear_decomposition,removed,3,,4,0.8794871794871796,0.8794769015352177,0.12370681605975724,0.07219550288275475,0.06645691264188694,0.33589743589743587,0.35102564102564104,0.3503846153846154,7.10944802800792,0.14065789581138577
linear_removed_k32,linear_decomposition,removed,4,,4,0.8818713450292398,0.8819126296279093,0.16788039785875838,0.13835350839055444,0.1829479337169188,0.2608187134502924,0.25146198830409355,0.2446783625730994,5.252973880674135,0.1903683556621199
linear_removed_k4,linear_decomposition,removed,0,,4,0.8375,0.8365442326872469,0.10364035087719299,0.07291114114643528,0.06671699397189593,0.25277777777777777,0.2586111111111111,0.2540277777777778,8.08082945408379,0.12374967268918566
linear_removed_k4,linear_decomposition,removed,1,,4,0.837037037037037,0.8365557546379305,0.14273189823874755,0.09298841485625084,0.09783638658461165,0.2402116402116402,0.2617989417989418,0.25915343915343914,5.864400651611357,0.17052040940027363
linear_removed_k4,linear_decomposition,removed,2,,4,0.8510344827586207,0.8515563965135587,0.14512691012691012,0.10706956724041598,0.11245086723259755,0.2524137931034483,0.23779310344827587,0.24,5.864070846781005,0.17052999974393815
linear_removed_k4,linear_decomposition,removed,3,,4,0.8794871794871796,0.8794769015352177,0.12370681605975724,0.07219550288275475,0.06645691264188694,0.33589743589743587,0.35102564102564104,0.3503846153846154,7.10944802800792,0.14065789581138577
linear_removed_k4,linear_decomposition,removed,4,,4,0.8818713450292398,0.8819126296279093,0.16788039785875838,0.13835350839055444,0.1829479337169188,0.2608187134502924,0.25146198830409355,0.2446783625730994,5.252973880674135,0.1903683556621199
linear_removed_k8,linear_decomposition,removed,0,,4,0.8375,0.8365442326872469,0.10364035087719299,0.07291114114643528,0.06671699397189593,0.25277777777777777,0.2586111111111111,0.2540277777777778,8.08082945408379,0.12374967268918566
linear_removed_k8,linear_decomposition,removed,1,,4,0.837037037037037,0.8365557546379305,0.14273189823874755,0.09298841485625084,0.09783638658461165,0.2402116402116402,0.2617989417989418,0.25915343915343914,5.864400651611357,0.17052040940027363
linear_removed_k8,linear_decomposition,removed,2,,4,0.8510344827586207,0.8515563965135587,0.14512691012691012,0.10706956724041598,0.11245086723259755,0.2524137931034483,0.23779310344827587,0.24,5.864070846781005,0.17052999974393815
linear_removed_k8,linear_decomposition,removed,3,,4,0.8794871794871796,0.8794769015352177,0.12370681605975724,0.07219550288275475,0.06645691264188694,0.33589743589743587,0.35102564102564104,0.3503846153846154,7.10944802800792,0.14065789581138577
linear_removed_k8,linear_decomposition,removed,4,,4,0.8818713450292398,0.8819126296279093,0.16788039785875838,0.13835350839055444,0.1829479337169188,0.2608187134502924,0.25146198830409355,0.2446783625730994,5.252973880674135,0.1903683556621199
shuffled_sample_acquisition,neural_factorization,acquisition,0,911,,0.7999999999999999,0.8015937014262118,0.3519908786641657,0.2551223355409306,0.2723226909031444,0.7138888888888889,0.6088888888888889,0.5234722222222222,2.2727861671758816,0.43998859833020715
shuffled_sample_acquisition,neural_factorization,acquisition,0,912,,0.8041666666666668,0.8036070075286584,0.293166170142337,0.20559452308415843,0.24512572519045936,0.6763888888888889,0.5797222222222222,0.5204166666666666,2.7430404615792834,0.364558968052647
shuffled_sample_acquisition,neural_factorization,acquisition,0,913,,0.7805555555555557,0.7784871162846141,0.2973171135385634,0.20832968788386577,0.23295180941233282,0.6986111111111111,0.6061111111111112,0.5345833333333333,2.6253300601020197,0.3809044870956683
shuffled_sample_acquisition,neural_factorization,acquisition,0,914,,0.8055555555555556,0.8035108510371618,0.3002895472433705,0.2102973543019205,0.2268205976422215,0.7069444444444445,0.6016666666666667,0.5108333333333334,2.682596057540061,0.37277323106073573
shuffled_sample_acquisition,neural_factorization,acquisition,0,915,,0.7902777777777777,0.7850137570119576,0.33786331328846225,0.23198928667902494,0.2438185208858388,0.7027777777777777,0.6058333333333333,0.5193055555555556,2.3390458410116026,0.4275247549520085
shuffled_sample_acquisition,neural_factorization,acquisition,1,911,,0.8105820105820106,0.8094825077752874,0.3678108284409654,0.3672431675003083,0.45450655380513033,0.7523809523809524,0.6194708994708995,0.5394708994708994,2.2038013780557066,0.4537614006223398
shuffled_sample_acquisition,neural_factorization,acquisition,1,912,,0.8243386243386241,0.8230021804668674,0.3629288975864318,0.30965362232342064,0.4508483099273006,0.7682539682539683,0.6321693121693122,0.5505820105820106,2.2713502006059114,0.44026676279740456
shuffled_sample_acquisition,neural_factorization,acquisition,1,913,,0.8349206349206348,0.8339725024337644,0.35332681017612527,0.3564562001793296,0.4485385050024795,0.7407407407407407,0.6167195767195767,0.5367195767195767,2.36302655466322,0.4231861034428877
shuffled_sample_acquisition,neural_factorization,acquisition,1,914,,0.8042328042328041,0.80337241647571,0.36311980865405524,0.3073959804616189,0.4463228764523636,0.7502645502645503,0.6207407407407407,0.5406349206349207,2.2147863737144613,0.45151081470800297
shuffled_sample_acquisition,neural_factorization,acquisition,1,915,,0.8412698412698413,0.8406627175398533,0.3984805392476625,0.3340680922174951,0.4639750241962474,0.7555555555555555,0.612910052910053,0.533015873015873,2.1111942953554816,0.47366554665288185
shuffled_sample_acquisition,neural_factorization,acquisition,2,911,,0.8344827586206897,0.8335277492833763,0.4436933436933437,0.40691753250290347,0.41224374580582884,0.7103448275862069,0.5812413793103448,0.5016551724137931,1.8807646553233803,0.5316986350044202
shuffled_sample_acquisition,neural_factorization,acquisition,2,912,,0.8193103448275861,0.8179233673790283,0.5204195804195805,0.3955571956697726,0.45568064588698876,0.72,0.5853793103448276,0.5013793103448276,1.574326515860586,0.6351922488286126
shuffled_sample_acquisition,neural_factorization,acquisition,2,913,,0.8234482758620689,0.8216526373676694,0.4453664853664854,0.34345169859487273,0.39963763267121577,0.7255172413793104,0.5729655172413793,0.4979310344827586,1.848922859977813,0.5408554470531021
shuffled_sample_acquisition,neural_factorization,acquisition,2,914,,0.8275862068965518,0.8270661807967201,0.4763299663299663,0.37706746341934305,0.4366071666201757,0.7062068965517241,0.5875862068965517,0.5026206896551724,1.737422092657637,0.5755653759820426
shuffled_sample_acquisition,neural_factorization,acquisition,2,915,,0.8262068965517241,0.8249838290439312,0.42087283087283084,0.39491380494087375,0.4083970312575932,0.7172413793103448,0.576551724137931,0.496551724137931,1.963079666697153,0.5094036767659472
shuffled_sample_acquisition,neural_factorization,acquisition,3,911,,0.8512820512820513,0.8521026618122459,0.4069474928479763,0.3213330102406504,0.3239169773605802,0.7589743589743589,0.6582051282051282,0.5997435897435898,2.091871964425802,0.47804072955033367
shuffled_sample_acquisition,neural_factorization,acquisition,3,912,,0.864102564102564,0.8650088871207089,0.4381209576676941,0.3530296259857814,0.36244245215171134,0.7666666666666667,0.6687179487179488,0.6103846153846154,1.9722922379759071,0.5070242536807142
shuffled_sample_acquisition,neural_factorization,acquisition,3,913,,0.8461538461538461,0.8480165168990904,0.4211433325232681,0.3350760705685263,0.35186395404748777,0.7833333333333333,0.668974358974359,0.6106410256410256,2.0091825770673846,0.4977148475274986
shuffled_sample_acquisition,neural_factorization,acquisition,3,914,,0.8384615384615384,0.8401837195156387,0.42866908407198495,0.33915818977102896,0.35865724667829163,0.7705128205128206,0.668974358974359,0.6093589743589743,1.9559645647800865,0.511256705773927
shuffled_sample_acquisition,neural_factorization,acquisition,3,915,,0.8564102564102564,0.8563977744781173,0.4353601806019211,0.2968997293239638,0.3532704732658171,0.7858974358974359,0.6635897435897435,0.6078205128205129,1.9671304234259528,0.5083547019004468
shuffled_sample_acquisition,neural_factorization,acquisition,4,911,,0.8409356725146198,0.8396668735253849,0.3528486954901772,0.2919121165894267,0.37751949756749,0.6994152046783626,0.5815204678362573,0.5011695906432748,2.383275560495958,0.4195905906037574
shuffled_sample_acquisition,neural_factorization,acquisition,4,912,,0.871345029239766,0.8709206572986181,0.3615858577919829,0.3101389842655134,0.39984073640107315,0.7099415204678362,0.567953216374269,0.49333333333333335,2.4097873588326095,0.4149743737075777
shuffled_sample_acquisition,neural_factorization,acquisition,4,913,,0.8631578947368419,0.8627042655792649,0.34823328937908066,0.2990494824228909,0.3962667309261637,0.7298245614035088,0.5749707602339181,0.5042105263157894,2.4786771427737437,0.4034410059879594
shuffled_sample_acquisition,neural_factorization,acquisition,4,914,,0.8725146198830409,0.8721148330221917,0.39665729946236084,0.32839904690414073,0.4235971532170155,0.7017543859649122,0.5702923976608187,0.49239766081871345,2.199668633517318,0.45461392900846986
shuffled_sample_acquisition,neural_factorization,acquisition,4,915,,0.8245614035087719,0.8230146152760474,0.356098224655716,0.29560395841659753,0.37342289911208115,0.7216374269005847,0.5826900584795321,0.5073684210526316,2.315544831221714,0.4318638043696981
shuffled_sample_biological,neural_factorization,biological,0,911,,0.3819444444444445,0.3829160178975647,0.2925986842105263,0.260973603958924,0.29169918837476627,0.9097222222222222,0.7663888888888889,0.61875,1.3053525701080508,0.7660765550239234
shuffled_sample_biological,neural_factorization,biological,0,912,,0.375,0.3742751991122323,0.28207565559601305,0.23664872599760475,0.23594765638637866,0.9111111111111111,0.7841666666666667,0.6406944444444445,1.3294305714105035,0.7522017482560348
shuffled_sample_biological,neural_factorization,biological,0,913,,0.4041666666666667,0.4033595416379092,0.27086919342381105,0.18607035386457652,0.22853868115698495,0.9111111111111111,0.7633333333333333,0.6193055555555556,1.4921101272461572,0.6701918187805634
shuffled_sample_biological,neural_factorization,biological,0,914,,0.37916666666666665,0.37871324630455233,0.2608276554856744,0.18078677519779157,0.20641044361889993,0.9111111111111111,0.7625,0.6302777777777778,1.4537057658270132,0.6878971133688115
shuffled_sample_biological,neural_factorization,biological,0,915,,0.37083333333333335,0.37103582403803437,0.28110538728897716,0.22902103040189514,0.22237368262797794,0.9027777777777778,0.7583333333333333,0.62125,1.3191968211982916,0.7580369994309496
shuffled_sample_biological,neural_factorization,biological,1,911,,0.41587301587301584,0.4146814473878277,0.3313598608393129,0.28832214188635147,0.4154609750358346,0.9555555555555556,0.795978835978836,0.6483597883597884,1.2550494644089862,0.7967813447662868
shuffled_sample_biological,neural_factorization,biological,1,912,,0.41375661375661377,0.4118914503612194,0.33746031746031746,0.2708344378644596,0.3844697009476936,0.9513227513227513,0.7904761904761904,0.6492063492063492,1.2260896832862966,0.8156010230179028
shuffled_sample_biological,neural_factorization,biological,1,913,,0.42328042328042326,0.4213484249295031,0.3283944335725158,0.2799291406505029,0.41240224045954516,0.9523809523809523,0.7942857142857143,0.6460317460317461,1.288939092772274,0.7758318493150687
shuffled_sample_biological,neural_factorization,biological,1,914,,0.47407407407407404,0.47328638387134186,0.2807906066536203,0.2466899229479345,0.3692707109778621,0.9513227513227513,0.7987301587301587,0.6586243386243387,1.688354463576788,0.5922926859099804
shuffled_sample_biological,neural_factorization,biological,1,915,,0.4306878306878307,0.42588875696254114,0.2719856490541422,0.25472193697376605,0.3081920525097012,0.9555555555555556,0.7944973544973545,0.6426455026455027,1.583494688729319,0.6315145905556864
shuffled_sample_biological,neural_factorization,biological,2,911,,0.3972413793103448,0.3970506484455517,0.31930587930587934,0.2598582661165695,0.31694842888732055,0.9144827586206896,0.7655172413793103,0.6161379310344828,1.2440778734606608,0.8038082031137588
shuffled_sample_biological,neural_factorization,biological,2,912,,0.40551724137931033,0.4049426657503207,0.40354053354053354,0.36811614157885364,0.36530097862046257,0.9144827586206896,0.7757241379310345,0.624,1.004898412115962,0.9951254653635606
shuffled_sample_biological,neural_factorization,biological,2,913,,0.39724137931034487,0.39832310009033356,0.3768583268583268,0.35689288165118765,0.3730085568724636,0.9048275862068965,0.7856551724137931,0.6457931034482759,1.0540867774421785,0.9486884964315518
shuffled_sample_biological,neural_factorization,biological,2,914,,0.4206896551724138,0.4209801061811135,0.421033411033411,0.3906154449627102,0.4030657923803787,0.92,0.7911724137931034,0.6448275862068965,0.9991835425598328,1.0008171245876163
shuffled_sample_biological,neural_factorization,biological,2,915,,0.37655172413793103,0.37665982325651537,0.41703056203056205,0.39329197253007586,0.3891165037458875,0.9089655172413793,0.768,0.6282758620689655,0.9029355601768474,1.1074987453192582
shuffled_sample_biological,neural_factorization,biological,3,911,,0.4012820512820513,0.40296580949945426,0.34597229150412073,0.2958769899771793,0.34144926673664056,0.9435897435897436,0.8179487179487179,0.688076923076923,1.1598675996203927,0.8621673717994063
shuffled_sample_biological,neural_factorization,biological,3,912,,0.37820512820512825,0.37386233675124375,0.404559441737121,0.3145059904809381,0.46684200506984114,0.9423076923076923,0.806923076923077,0.6824358974358974,0.9348567582088035,1.0696825917117097
shuffled_sample_biological,neural_factorization,biological,3,913,,0.37051282051282053,0.3661399577960793,0.34297390950291834,0.2638606740001993,0.3710687370099056,0.9435897435897436,0.8015384615384615,0.6591025641025641,1.0802944779380306,0.9256735273781187
shuffled_sample_biological,neural_factorization,biological,3,914,,0.39230769230769236,0.3858993883449696,0.2973431244643976,0.26304610996463346,0.33688921363024305,0.9423076923076923,0.7935897435897435,0.65,1.3193770429847802,0.7579334545170918
shuffled_sample_biological,neural_factorization,biological,3,915,,0.3961538461538462,0.3920600988911441,0.3530152441494101,0.25679881814339617,0.3447489990376568,0.95,0.8061538461538461,0.6737179487179488,1.1222003942305057,0.8911064415422002
shuffled_sample_biological,neural_factorization,biological,4,911,,0.4444444444444445,0.44069871929410454,0.29569952756455603,0.2537437787355193,0.32912103578180374,0.9146198830409357,0.7532163742690059,0.5997660818713451,1.50302723884946,0.665323937020251
shuffled_sample_biological,neural_factorization,biological,4,912,,0.4152046783625731,0.4131262338127078,0.29121126858959245,0.2608191770554413,0.336188956135191,0.9146198830409357,0.7415204678362574,0.5741520467836257,1.4257850679113864,0.7013679849129622
shuffled_sample_biological,neural_factorization,biological,4,913,,0.4385964912280701,0.4368959682987138,0.3040990280579497,0.2685502170955662,0.357767646588877,0.9309941520467836,0.7635087719298246,0.6016374269005847,1.44228179231303,0.6933457839721254
shuffled_sample_biological,neural_factorization,biological,4,914,,0.4432748538011696,0.4411434042558158,0.27645973237390803,0.2482708866284064,0.3276204750392363,0.9111111111111111,0.7651461988304094,0.6148538011695907,1.6033975363965354,0.6236756495506368
shuffled_sample_biological,neural_factorization,biological,4,915,,0.4865497076023392,0.4838715332529665,0.2825458303132978,0.2522601334012472,0.3301319735842912,0.9111111111111111,0.7560233918128655,0.6085380116959064,1.7220204844744444,0.580713184898725
true_pair_acquisition,neural_factorization,acquisition,0,911,,0.8472222222222221,0.8474793715678819,0.32885020136820037,0.28067382626791954,0.26412588353436317,0.5597222222222222,0.47888888888888886,0.42777777777777776,2.5763165681435036,0.38815105735263
true_pair_acquisition,neural_factorization,acquisition,0,912,,0.8277777777777778,0.8268545196980039,0.286929801574166,0.2376130936714946,0.21433685022373344,0.5708333333333333,0.4911111111111111,0.4338888888888889,2.8849487687803417,0.3466266059285226
true_pair_acquisition,neural_factorization,acquisition,0,913,,0.8333333333333334,0.8331143075525723,0.29012187833314945,0.21594558189260385,0.17774409790529935,0.5486111111111112,0.48138888888888887,0.43277777777777776,2.8723560529840824,0.34814625399977933
true_pair_acquisition,neural_factorization,acquisition,0,914,,0.8402777777777779,0.8403145876274911,0.2920695869653169,0.19600872042829698,0.19307636175813983,0.5736111111111111,0.4955555555555556,0.43777777777777777,2.8769780055105856,0.3475869464711209
true_pair_acquisition,neural_factorization,acquisition,0,915,,0.825,0.8238203044055716,0.29116736088123873,0.1955776801401905,0.19453806059500434,0.55,0.4930555555555556,0.43,2.8334219793835365,0.3529301344015015
