representation,representation_family,confounding_strength,n_runs,n_folds,n_confounding_seeds,n_neural_seeds,balanced_accuracy_mean,balanced_accuracy_std,balanced_accuracy_min,balanced_accuracy_max,macro_f1_mean,macro_f1_std,macro_f1_min,macro_f1_max,weighted_f1_mean,weighted_f1_std,weighted_f1_min,weighted_f1_max,n_test_errors_mean,n_test_errors_std,n_test_errors_min,n_test_errors_max,max_scanner_error_share_mean,max_scanner_error_share_std,max_scanner_error_share_min,max_scanner_error_share_max,recall_Bone_mean,recall_Bone_std,recall_Bone_min,recall_Bone_max,recall_Dermis_mean,recall_Dermis_std,recall_Dermis_min,recall_Dermis_max,recall_Epidermis_mean,recall_Epidermis_std,recall_Epidermis_min,recall_Epidermis_max,recall_Inflamm/Necrosis_mean,recall_Inflamm/Necrosis_std,recall_Inflamm/Necrosis_min,recall_Inflamm/Necrosis_max,recall_SCC_mean,recall_SCC_std,recall_SCC_min,recall_SCC_max,recall_Subcutis_mean,recall_Subcutis_std,recall_Subcutis_min,recall_Subcutis_max,recall_Cartilage_mean,recall_Cartilage_std,recall_Cartilage_min,recall_Cartilage_max,error_rate_cs2_mean,error_rate_cs2_std,error_rate_cs2_min,error_rate_cs2_max,error_rate_gt450_mean,error_rate_gt450_std,error_rate_gt450_min,error_rate_gt450_max,error_rate_nz20_mean,error_rate_nz20_std,error_rate_nz20_min,error_rate_nz20_max,error_rate_nz210_mean,error_rate_nz210_std,error_rate_nz210_min,error_rate_nz210_max,error_rate_p1000_mean,error_rate_p1000_std,error_rate_p1000_min,error_rate_p1000_max
pca_removal_k1,pca_removal,moderate,25,5,5,0,0.3705349720486105,0.047803682766029754,0.3106677562617235,0.4664232064232064,0.3380972257097971,0.05248161519877093,0.2581171672339336,0.4646638938531338,0.39956679512026566,0.0571463955178224,0.2712333456748697,0.4786819154725238,478.88,51.81241807391998,377,542,0.1986129495791942,0.011813047887045467,0.1779141104294478,0.2294372294372294,0.2716698412698413,0.1686631064288441,0.0,0.4888888888888889,0.13373918128654969,0.06744540441279358,0.05,0.2666666666666666,0.5484060741829668,0.08695574086919354,0.38125,0.7314285714285714,0.3970111111111111,0.14831015936515027,0.1571428571428571,0.6444444444444445,0.37308740408570074,0.11721038979989758,0.1849056603773584,0.5542857142857143,0.5688282352941176,0.21633239062167783,0.2666666666666666,0.9333333333333332,0.0,0.0,0.0,0.0,0.6020947830820789,0.0546633979229319,0.4758620689655172,0.7083333333333334,0.619662946047701,0.061628009473478955,0.5241379310344828,0.7361111111111112,0.5866603781041168,0.06438523584072149,0.503448275862069,0.7152777777777778,0.5823626218508251,0.049789708987289835,0.5103448275862069,0.7013888888888888,0.5928426075504115,0.06657651258519412,0.5087719298245614,0.7291666666666666
pca_removal_k16,pca_removal,moderate,25,5,5,0,0.3061377293741245,0.05120378292701076,0.2452073908565964,0.4205775705775705,0.28835408379906974,0.06319088912181191,0.197986101983052,0.4312605431855954,0.33111018930018077,0.04679870119794103,0.2362261619285127,0.4072140563051108,535.6,61.504742364579755,428,641,0.20209015482411669,0.00778577310378462,0.1852551984877126,0.2162698412698412,0.25843809523809524,0.17011464721557315,0.0,0.5333333333333333,0.1079546198830409,0.0697326451689877,0.0,0.2555555555555555,0.43271729058012404,0.05804427714021569,0.3397260273972602,0.525,0.2692,0.10000064410433362,0.1125,0.5111111111111111,0.3416301410735215,0.1004573195574314,0.2037735849056604,0.5428571428571428,0.48087529411764707,0.1515476952122062,0.28,0.7333333333333333,0.0,0.0,0.0,0.0,0.678786073273369,0.029726498178135097,0.6217948717948718,0.7309941520467836,0.682569015007309,0.05310522125101037,0.6,0.7916666666666666,0.6479919833477003,0.0547192014055851,0.5310344827586206,0.7638888888888888,0.6473592391677692,0.05641766256218332,0.5576923076923077,0.7569444444444444,0.6726238481556086,0.04566659818933996,0.5793103448275863,0.7708333333333334
pca_removal_k2,pca_removal,moderate,25,5,5,0,0.3680357387779604,0.04554723839230542,0.3168276556664599,0.4651411551411551,0.33715096215963897,0.05683662811167995,0.2373400652669322,0.4621013662637932,0.39825103281136687,0.05664012662839957,0.2813740289216895,0.4821211273708385,479.16,48.90013633246163,374,541,0.20047551824804774,0.011812537118749628,0.1785714285714285,0.2327586206896551,0.2622222222222222,0.16244964850992882,0.0,0.5333333333333333,0.1341578947368421,0.06814091193945285,0.05,0.26,0.5532177063143537,0.06206670158724015,0.45625,0.7085714285714285,0.3882952380952381,0.14690091520994272,0.1571428571428571,0.6666666666666666,0.3712058574067715,0.12243344655033486,0.1660377358490566,0.5714285714285714,0.5675890196078431,0.22011696153430385,0.2533333333333333,0.9466666666666668,0.0,0.0,0.0,0.0,0.6001228029549264,0.051091004170436674,0.496551724137931,0.6858974358974359,0.6188504472941859,0.05932938315638916,0.5379310344827586,0.7291666666666666,0.5852263273125342,0.06520564157103657,0.496551724137931,0.7013888888888888,0.5838867774357792,0.05537883558162666,0.4827586206896552,0.7013888888888888,0.5982890253189709,0.05766732731546903,0.52046783625731,0.7083333333333334
pca_removal_k32,pca_removal,moderate,25,5,5,0,0.27465948963533987,0.04864159035314053,0.1998529736290411,0.3749948199948199,0.26104447497652034,0.06293296111143441,0.1701782197234225,0.397638606066825,0.3060981527555132,0.049375349784589545,0.2044358082931953,0.3766485037451016,558.12,70.39490985386183,457,682,0.2027627282970425,0.009912950334127705,0.184070796460177,0.2207293666026871,0.259047619047619,0.15484851734548533,0.0,0.5333333333333333,0.10083859649122806,0.059791914881242976,0.025,0.2222222222222222,0.36142982393717793,0.051470531152509234,0.2375,0.4514285714285714,0.22953015873015872,0.0972538818983678,0.1,0.4444444444444444,0.3644144894772207,0.085664889183033,0.1886792452830188,0.4914285714285714,0.38361098039215685,0.16483032566202602,0.0866666666666666,0.64,0.0,0.0,0.0,0.0,0.7173286447034178,0.03699131764474484,0.6025641025641025,0.7777777777777778,0.702926243548748,0.057953470702409374,0.5705128205128205,0.8194444444444444,0.6660553723684396,0.06602939215839658,0.5586206896551724,0.8194444444444444,0.6773859549404014,0.06089272892417507,0.5769230769230769,0.7986111111111112,0.7021541013600904,0.04747059654239155,0.593103448275862,0.7847222222222222
pca_removal_k4,pca_removal,moderate,25,5,5,0,0.36516383374026273,0.03832150859051381,0.3045801262738728,0.4496373996373996,0.33431927144168083,0.05725894548604077,0.221913046755983,0.4428928441136977,0.3963493539745065,0.05916107445944756,0.2771797482704662,0.4609512512391839,481.4,43.24446014616593,389,537,0.20085526358955036,0.01134388132431447,0.1769087523277467,0.2301075268817204,0.2619936507936508,0.14350984110504453,0.04,0.4444444444444444,0.1474414035087719,0.07122794698501271,0.05,0.264,0.5322123913457367,0.05655522288406585,0.4375,0.6685714285714286,0.3741,0.1430016147048,0.1428571428571428,0.7111111111111111,0.38148337449302594,0.13233763225373812,0.1622641509433962,0.6228571428571429,0.5615717647058823,0.2009358439134665,0.296,0.9066666666666666,0.0,0.0,0.0,0.0,0.609983439663113,0.05773269664576816,0.5172413793103449,0.7017543859649122,0.6208495520410221,0.05999558047365966,0.5310344827586206,0.7222222222222222,0.5817659208439607,0.06657058020738381,0.4973544973544973,0.7152777777777778,0.588818040533104,0.054937506173656725,0.5172413793103449,0.7152777777777778,0.6029366124565761,0.0566421730313194,0.5238095238095238,0.7083333333333334
pca_removal_k8,pca_removal,moderate,25,5,5,0,0.32499821992947886,0.03802621479694213,0.2812375538148507,0.4206254856254856,0.30113662387369117,0.05011039527336136,0.1996371592289863,0.4092361911881771,0.349080513747542,0.04414683532610007,0.2468280369208948,0.4122377751856609,519.56,50.53553205418934,423,600,0.2012848782196938,0.007785989978260404,0.1870748299319728,0.219959266802444,0.254247619047619,0.14561524224417757,0.0,0.4888888888888889,0.11972421052631577,0.05894012041693722,0.024,0.2555555555555555,0.4646506668289653,0.061380437200641506,0.3625,0.6228571428571429,0.3013301587301587,0.08490042820092701,0.1714285714285714,0.4888888888888889,0.3478259774338801,0.11181625153344253,0.1735849056603773,0.5885714285714285,0.520241568627451,0.19040177398083938,0.26,0.8666666666666667,0.0,0.0,0.0,0.0,0.665107680415303,0.03924463529906918,0.5897435897435898,0.7435897435897436,0.658550462879864,0.05134125236412976,0.5655172413793104,0.7569444444444444,0.6295747647190478,0.045450302514356285,0.5448275862068965,0.7222222222222222,0.6303305881118948,0.051039377625620067,0.5256410256410257,0.7291666666666666,0.651066090661372,0.04425644003443005,0.5767195767195767,0.7291666666666666
original_frozen_features,frozen,severe,25,5,5,0,0.38573463722225865,0.056657526644966906,0.3035288857626246,0.5057666407666408,0.3501103740912314,0.06608771361581241,0.2262542441797101,0.4787993874011656,0.41544159561558147,0.07078480845030619,0.2694559694226665,0.5035998151729679,467.84,48.2706605161631,364,548,0.2042437052399819,0.019721205614666452,0.1660583941605839,0.2597701149425287,0.29607619047619044,0.18044724072465945,0.0,0.5555555555555556,0.21732210526315787,0.09909685495107752,0.0842105263157894,0.4666666666666667,0.5595774968242524,0.07805516649631306,0.4090909090909091,0.7257142857142858,0.37327460317460315,0.13462543965409215,0.1375,0.6222222222222222,0.36927496936259013,0.12874397582296712,0.1283018867924528,0.6171428571428571,0.5705662745098039,0.1794017576694173,0.28,0.8,0.0,0.0,0.0,0.0,0.5755474635601677,0.07404403925053125,0.4391534391534391,0.6944444444444444,0.6209704544296195,0.08206401438317132,0.4679487179487179,0.7777777777777778,0.557764505206429,0.0691670893287099,0.4497354497354497,0.7083333333333334,0.5701333720389982,0.06962579909713629,0.4708994708994709,0.6875,0.5965082500681411,0.08495595928526978,0.4761904761904761,0.7638888888888888
linear_projection_k0,linear_projection,severe,25,5,5,0,0.38549574996103175,0.05698132584035193,0.3014463799698407,0.5073789173789174,0.34970721468465915,0.06671323784822131,0.2193464440615562,0.4768531777269344,0.41494586968701574,0.07225310449447825,0.2656918341507944,0.5055270340917597,468.12,48.676072150493,362,547,0.20373573209214638,0.01996764680139471,0.1663619744058501,0.26036866359447,0.29747301587301583,0.18230904408048423,0.0,0.5555555555555556,0.21636327485380114,0.09875471353909426,0.0842105263157894,0.4555555555555555,0.5587792936575561,0.07961571223655631,0.4090909090909091,0.7257142857142858,0.37399206349206354,0.1368108498156417,0.1375,0.6222222222222222,0.36867776492420157,0.130197537738158,0.1245283018867924,0.6228571428571429,0.5698823529411764,0.17991335291885133,0.28,0.8,0.0,0.0,0.0,0.0,0.5764873959138932,0.07519714413165404,0.4391534391534391,0.6944444444444444,0.6220137264765214,0.08338154309071316,0.4615384615384615,0.7777777777777778,0.5585205084624323,0.0715269655819278,0.4497354497354497,0.7083333333333334,0.570603338215861,0.069966650621743,0.4656084656084656,0.6875,0.5954463125098334,0.08652692073711185,0.4708994708994709,0.7847222222222222
linear_projection_k1,linear_projection,severe,25,5,5,0,0.38602556729044385,0.05447863914412873,0.3060027492736033,0.498978243978244,0.3520168404900341,0.06338183056101647,0.2239179496952938,0.477520995821347,0.4155255778053268,0.07093882886814298,0.2617192743407216,0.5047880635595372,467.4,47.159304490206374,370,549,0.20394911142098293,0.018690526037040803,0.1693989071038251,0.2580645161290322,0.2961523809523809,0.17599866388248114,0.0,0.5333333333333333,0.21603555555555556,0.09964749428573931,0.0736842105263157,0.4555555555555555,0.5605117830379186,0.0799176229219775,0.4136363636363636,0.7257142857142858,0.3715698412698413,0.13688020305373694,0.1375,0.6222222222222222,0.3704283964539832,0.12920041004376487,0.1245283018867924,0.6114285714285714,0.573995294117647,0.17912839664235297,0.288,0.8,0.0,0.0,0.0,0.0,0.5765922180931256,0.07589913123320403,0.4391534391534391,0.7083333333333334,0.6216687109019232,0.0791800164000019,0.4807692307692308,0.7777777777777778,0.5579995187644916,0.0698108842404559,0.455026455026455,0.7013888888888888,0.5674661026276272,0.06807114703444192,0.4708994708994709,0.6944444444444444,0.5950493678197852,0.08127665492141484,0.4814814814814814,0.75
linear_projection_k16,linear_projection,severe,25,5,5,0,0.3865003078667774,0.05763747617440982,0.305605736694987,0.5056695156695157,0.35396504651162486,0.07255119714773975,0.2295166681667357,0.5020137521906474,0.41686430507841005,0.0730796016186793,0.2609202875802547,0.5225811606700657,466.0,46.48924606831132,364,529,0.2011558282156587,0.015603453229307724,0.1711026615969581,0.2448979591836734,0.2973968253968254,0.18333766228655368,0.0,0.5777777777777777,0.20754643274853798,0.11124956283822075,0.0421052631578947,0.4888888888888889,0.557304199789636,0.07860174644711729,0.4136363636363636,0.6971428571428572,0.38323968253968255,0.13955628899456304,0.1375,0.6222222222222222,0.3795675211011978,0.13270926066752747,0.1358490566037735,0.6514285714285715,0.5661207843137255,0.17986283164072078,0.28,0.8133333333333334,0.0,0.0,0.0,0.0,0.580669719539048,0.07068144648373438,0.4497354497354497,0.7222222222222222,0.6222276280887896,0.08096451995172722,0.5,0.7986111111111112,0.5583542931156361,0.06722385259037093,0.4620689655172413,0.6944444444444444,0.5650868639325989,0.07488794054836315,0.4444444444444444,0.7013888888888888,0.585816663305774,0.0800045776772929,0.4603174603174603,0.75
linear_projection_k2,linear_projection,severe,25,5,5,0,0.38430844397848174,0.05568384157423901,0.30517334675788,0.5010489510489511,0.34611463608992143,0.06366618483272186,0.2254491150577581,0.4770322089195236,0.4139329228767115,0.07131995640142881,0.2603250263690342,0.5142045974410403,468.52,47.2547352124631,368,553,0.2040384034892485,0.01846236136603112,0.1754068716094032,0.2562358276643991,0.29856507936507937,0.17829283665057052,0.0,0.6,0.2051415204678362,0.09496010623678255,0.0421052631578947,0.4555555555555555,0.5593723237108962,0.0813180544474285,0.4181818181818181,0.7142857142857143,0.3737888888888889,0.1350802724860562,0.1125,0.6222222222222222,0.373001489849481,0.12988890435059758,0.1283018867924528,0.6457142857142857,0.5681129411764706,0.18167267460234016,0.28,0.8,0.0,0.0,0.0,0.0,0.5802757032575544,0.06970550038056002,0.4338624338624338,0.7013888888888888,0.6238647776233983,0.07614994706538551,0.5,0.7777777777777778,0.5597272720557657,0.07136036895448977,0.4497354497354497,0.6875,0.5661383587173061,0.07517915998727968,0.4444444444444444,0.7013888888888888,0.5966322732856308,0.0803190487049716,0.4814814814814814,0.7638888888888888
linear_projection_k32,linear_projection,severe,25,5,5,0,0.3865003078667774,0.05763747617440982,0.305605736694987,0.5056695156695157,0.35396504651162486,0.07255119714773975,0.2295166681667357,0.5020137521906474,0.41686430507841005,0.0730796016186793,0.2609202875802547,0.5225811606700657,466.0,46.48924606831132,364,529,0.2011558282156587,0.015603453229307724,0.1711026615969581,0.2448979591836734,0.2973968253968254,0.18333766228655368,0.0,0.5777777777777777,0.20754643274853798,0.11124956283822075,0.0421052631578947,0.4888888888888889,0.557304199789636,0.07860174644711729,0.4136363636363636,0.6971428571428572,0.38323968253968255,0.13955628899456304,0.1375,0.6222222222222222,0.3795675211011978,0.13270926066752747,0.1358490566037735,0.6514285714285715,0.5661207843137255,0.17986283164072078,0.28,0.8133333333333334,0.0,0.0,0.0,0.0,0.580669719539048,0.07068144648373438,0.4497354497354497,0.7222222222222222,0.6222276280887896,0.08096451995172722,0.5,0.7986111111111112,0.5583542931156361,0.06722385259037093,0.4620689655172413,0.6944444444444444,0.5650868639325989,0.07488794054836315,0.4444444444444444,0.7013888888888888,0.585816663305774,0.0800045776772929,0.4603174603174603,0.75
linear_projection_k4,linear_projection,severe,25,5,5,0,0.3865003078667774,0.05763747617440982,0.305605736694987,0.5056695156695157,0.35396504651162486,0.07255119714773975,0.2295166681667357,0.5020137521906474,0.41686430507841005,0.0730796016186793,0.2609202875802547,0.5225811606700657,466.0,46.48924606831132,364,529,0.2011558282156587,0.015603453229307724,0.1711026615969581,0.2448979591836734,0.2973968253968254,0.18333766228655368,0.0,0.5777777777777777,0.20754643274853798,0.11124956283822075,0.0421052631578947,0.4888888888888889,0.557304199789636,0.07860174644711729,0.4136363636363636,0.6971428571428572,0.38323968253968255,0.13955628899456304,0.1375,0.6222222222222222,0.3795675211011978,0.13270926066752747,0.1358490566037735,0.6514285714285715,0.5661207843137255,0.17986283164072078,0.28,0.8133333333333334,0.0,0.0,0.0,0.0,0.580669719539048,0.07068144648373438,0.4497354497354497,0.7222222222222222,0.6222276280887896,0.08096451995172722,0.5,0.7986111111111112,0.5583542931156361,0.06722385259037093,0.4620689655172413,0.6944444444444444,0.5650868639325989,0.07488794054836315,0.4444444444444444,0.7013888888888888,0.585816663305774,0.0800045776772929,0.4603174603174603,0.75
linear_projection_k8,linear_projection,severe,25,5,5,0,0.3865003078667774,0.05763747617440982,0.305605736694987,0.5056695156695157,0.35396504651162486,0.07255119714773975,0.2295166681667357,0.5020137521906474,0.41686430507841005,0.0730796016186793,0.2609202875802547,0.5225811606700657,466.0,46.48924606831132,364,529,0.2011558282156587,0.015603453229307724,0.1711026615969581,0.2448979591836734,0.2973968253968254,0.18333766228655368,0.0,0.5777777777777777,0.20754643274853798,0.11124956283822075,0.0421052631578947,0.4888888888888889,0.557304199789636,0.07860174644711729,0.4136363636363636,0.6971428571428572,0.38323968253968255,0.13955628899456304,0.1375,0.6222222222222222,0.3795675211011978,0.13270926066752747,0.1358490566037735,0.6514285714285715,0.5661207843137255,0.17986283164072078,0.28,0.8133333333333334,0.0,0.0,0.0,0.0,0.580669719539048,0.07068144648373438,0.4497354497354497,0.7222222222222222,0.6222276280887896,0.08096451995172722,0.5,0.7986111111111112,0.5583542931156361,0.06722385259037093,0.4620689655172413,0.6944444444444444,0.5650868639325989,0.07488794054836315,0.4444444444444444,0.7013888888888888,0.585816663305774,0.0800045776772929,0.4603174603174603,0.75
shuffled_sample_acquisition,neural_factorization,severe,125,5,5,5,0.32553634773955625,0.05374373794880148,0.2253368779653536,0.4762457912457912,0.2717806644224919,0.05437088688963383,0.164353854395227,0.4297330269360746,0.3379956426751968,0.06572540707370031,0.1792138479411757,0.4358974582804224,537.64,55.48806904598147,413,639,0.20480511605885668,0.018123062296461826,0.162754303599374,0.2450592885375494,0.26221206349206344,0.13544493734034554,0.0,0.5777777777777777,0.24937398830409355,0.09723065838288728,0.0666666666666666,0.5555555555555556,0.41213116839421093,0.07839974035605789,0.21875,0.6171428571428571,0.3436406349206349,0.12243545132542658,0.0625,0.6666666666666666,0.2594068943054331,0.0955070934594452,0.0452830188679245,0.4571428571428571,0.4853502745098039,0.16588549560440927,0.2133333333333333,0.8266666666666667,0.0,0.0,0.0,0.0,0.6449972676312059,0.08061037689341805,0.4814814814814814,0.8141025641025641,0.6949077587130218,0.07095888167868318,0.5586206896551724,0.8525641025641025,0.6614302670173813,0.07737961549312233,0.492063492063492,0.8194444444444444,0.6636496086960697,0.07768295252016168,0.5310344827586206,0.8194444444444444,0.6855656636433406,0.07802712740342455,0.5448717948717948,0.8402777777777778
shuffled_sample_biological,neural_factorization,severe,125,5,5,5,0.29593248622481666,0.04894913480304221,0.2047436399217221,0.4223566291052189,0.26170565293983383,0.05347876168982621,0.1554702294279884,0.3890668103322956,0.32970453573821523,0.06212426570770383,0.1927204887535937,0.4814500248884237,540.816,60.8291345730253,420,716,0.19821585054373347,0.008402086376255445,0.1763727121464226,0.2214285714285714,0.16746158730158725,0.1178574169684817,0.0,0.4285714285714285,0.17471195321637423,0.07036071658395095,0.0333333333333333,0.36,0.4262597359213725,0.0801188307792481,0.2125,0.60625,0.32441301587301585,0.10616813714018827,0.05,0.6,0.3015627430068875,0.10526388281944413,0.0830188679245283,0.5025641025641026,0.4333515294117647,0.17804208373473945,0.04,0.8666666666666667,0.0,0.0,0.0,0.0,0.6931522948987558,0.06340312657187029,0.532051282051282,0.8263888888888888,0.686126569370671,0.0540694327377243,0.5641025641025641,0.8055555555555556,0.6590154841864461,0.06414696839165568,0.4487179487179487,0.7986111111111112,0.6610951630476132,0.06331971116550984,0.5064102564102564,0.8055555555555556,0.6673857476730435,0.062382311797644203,0.5576923076923077,0.8333333333333334
true_pair_acquisition,neural_factorization,severe,125,5,5,5,0.2824262925420269,0.04776888763088556,0.1782166271286182,0.4002926702926703,0.23217846179099216,0.04266646583225861,0.1287959599071913,0.359439476583797,0.29100669462750023,0.04815336394041996,0.1531498647146962,0.3783393126950615,578.888,66.14527218371741,456,731,0.20272424249874704,0.01917424434854368,0.1553544494720965,0.2366071428571428,0.25331301587301586,0.13735861676072605,0.0,0.6,0.2514623157894737,0.0970904683789481,0.0842105263157894,0.5222222222222223,0.31508485404045605,0.08220995215979779,0.15,0.5257142857142857,0.3058873015873016,0.09847813908968307,0.0875,0.51,0.22462168174608446,0.06942060450017815,0.0415094339622641,0.3714285714285714,0.39456,0.1425086876761438,0.144,0.7466666666666667,0.0,0.0,0.0,0.0,0.691311356714805,0.07087627057730576,0.5767195767195767,0.8589743589743589,0.7448901463798016,0.06704965267999399,0.593103448275862,0.8624338624338624,0.7082303705771945,0.0681770417698589,0.5724137931034483,0.8958333333333334,0.7245594990275571,0.07540648281517696,0.5384615384615384,0.875,0.7293036333096224,0.08073378031149675,0.544973544973545,0.9027777777777778
true_pair_biological,neural_factorization,severe,125,5,5,5,0.378630330584497,0.05688153261687884,0.2692707110241357,0.5182336182336182,0.35004182141476115,0.06537741206641771,0.2143073257636939,0.51971313450969,0.40927997780074993,0.06979102016515891,0.2511330960179668,0.5221970885829496,470.608,51.35171197322099,348,598,0.2001229414046494,0.008616059215015447,0.1785714285714285,0.2230971128608924,0.27071492063492064,0.1626777460229698,0.0,0.6444444444444445,0.2009727251461988,0.0942782953643981,0.0533333333333333,0.5111111111111111,0.5724965133568667,0.10477541535718146,0.3772727272727272,0.7885714285714286,0.3685171428571429,0.1375841826126973,0.1,0.6888888888888889,0.37000459182052103,0.12739464035821282,0.1396226415094339,0.64,0.557192156862745,0.18442464532210784,0.18,0.8666666666666667,0.0,0.0,0.0,0.0,0.5836232914292806,0.06287165797521295,0.4338624338624338,0.7291666666666666,0.5972032882825986,0.07497549559730085,0.4615384615384615,0.7916666666666666,0.583322363896774,0.07065348948591263,0.4413793103448276,0.75,0.5851254327241624,0.06158640476911406,0.4896551724137931,0.7222222222222222,0.5873006093926239,0.06356459726100899,0.4620689655172413,0.7430555555555556
pca_removal_k0,pca_removal,severe,25,5,5,0,0.38549574996103175,0.05698132584035193,0.3014463799698407,0.5073789173789174,0.34970721468465915,0.06671323784822131,0.2193464440615562,0.4768531777269344,0.41494586968701574,0.07225310449447825,0.2656918341507944,0.5055270340917597,468.12,48.676072150493,362,547,0.20373573209214638,0.01996764680139471,0.1663619744058501,0.26036866359447,0.29747301587301583,0.18230904408048423,0.0,0.5555555555555556,0.21636327485380114,0.09875471353909426,0.0842105263157894,0.4555555555555555,0.5587792936575561,0.07961571223655631,0.4090909090909091,0.7257142857142858,0.37399206349206354,0.1368108498156417,0.1375,0.6222222222222222,0.36867776492420157,0.130197537738158,0.1245283018867924,0.6228571428571429,0.5698823529411764,0.17991335291885133,0.28,0.8,0.0,0.0,0.0,0.0,0.5764873959138932,0.07519714413165404,0.4391534391534391,0.6944444444444444,0.6220137264765214,0.08338154309071316,0.4615384615384615,0.7777777777777778,0.5585205084624323,0.0715269655819278,0.4497354497354497,0.7083333333333334,0.570603338215861,0.069966650621743,0.4656084656084656,0.6875,0.5954463125098334,0.08652692073711185,0.4708994708994709,0.7847222222222222
pca_removal_k1,pca_removal,severe,25,5,5,0,0.3675129662432696,0.05532447545280463,0.2788250993048659,0.4714232064232064,0.3337121811188933,0.06451662727758409,0.2007673865379103,0.4576256771980456,0.39640555542240213,0.07330396580630641,0.241538835889861,0.4860379805442083,483.36,53.55439602248664,377,568,0.20427231094695128,0.0166308679192912,0.1802973977695167,0.2539682539682539,0.28048253968253967,0.16680994395781146,0.0,0.6,0.19323766081871344,0.0976716087565715,0.0526315789473684,0.4444444444444444,0.5222162866693508,0.09609061581359546,0.31875,0.7485714285714286,0.3812603174603174,0.1404441074212651,0.15,0.6666666666666666,0.37154573341898484,0.13050231640098203,0.1396226415094339,0.6057142857142858,0.5262274509803921,0.19949646725188477,0.224,0.8666666666666667,0.0,0.0,0.0,0.0,0.5986415260816349,0.0762174632045057,0.4603174603174603,0.7307692307692307,0.6345291034837315,0.08926156714742159,0.4871794871794871,0.8125,0.5765852119245949,0.07708110376812008,0.4689655172413793,0.7083333333333334,0.5916314866151526,0.07797844866029371,0.4743589743589743,0.7361111111111112,0.615747373517791,0.08117377228089849,0.5132275132275133,0.7847222222222222
pca_removal_k16,pca_removal,severe,25,5,5,0,0.30336079931987975,0.05972049476110373,0.1856143109345691,0.4356151256151256,0.2875975029924101,0.06817708520446476,0.166994853777074,0.4243398011190106,0.3348890563827772,0.05731480714273425,0.2139425215312086,0.4061206051478195,533.32,56.85927071873739,429,641,0.20433479199617854,0.015605700797825646,0.1809672386895476,0.238095238095238,0.25282539682539684,0.15332259758444333,0.0,0.5555555555555556,0.1564367251461988,0.11297125236443598,0.0210526315789473,0.4666666666666667,0.431475995873869,0.052242664430424794,0.3542857142857142,0.5403508771929825,0.2517301587301587,0.11372261992851167,0.05,0.5555555555555556,0.341089668322545,0.10044460952583556,0.1396226415094339,0.5314285714285715,0.44350431372549015,0.1426965993887878,0.216,0.72,0.0,0.0,0.0,0.0,0.6631034224228416,0.066544098141521,0.544973544973545,0.7884615384615384,0.6749381366767936,0.06791250753318848,0.5379310344827586,0.7847222222222222,0.6501214549045765,0.06910468272044255,0.5379310344827586,0.7708333333333334,0.6560612927101129,0.07581053586677727,0.544973544973545,0.8194444444444444,0.6779126821622284,0.06641932016235312,0.5847953216374269,0.8263888888888888
pca_removal_k2,pca_removal,severe,25,5,5,0,0.362266816578243,0.049072759890795535,0.2872711850380668,0.4601061901061901,0.33382330263736876,0.06644667071146512,0.2092323924652141,0.451610419192526,0.3930895110277812,0.06915084690793892,0.2436509173479869,0.4851822770958817,485.56,48.52240032534804,391,569,0.20475884807318998,0.01668510689882921,0.1802197802197802,0.2511210762331838,0.26036825396825397,0.14757624912949324,0.0,0.5555555555555556,0.19031906432748535,0.09686683806236197,0.0421052631578947,0.4111111111111111,0.5187054869427616,0.07332942591297878,0.40625,0.68,0.37885555555555556,0.144029695963978,0.0875,0.6666666666666666,0.36971692516255994,0.12643062181096512,0.1283018867924528,0.5714285714285714,0.5243701960784314,0.20271159445557252,0.2266666666666666,0.88,0.0,0.0,0.0,0.0,0.5956002155403244,0.07184900676655444,0.4656084656084656,0.7013888888888888,0.6405504289016086,0.0861050155120501,0.4871794871794871,0.8125,0.5802732638404144,0.07075705421393444,0.4867724867724867,0.7013888888888888,0.5951791477662621,0.07135850245016323,0.4761904761904761,0.7569444444444444,0.6199419754809954,0.07410934238812636,0.5185185185185185,0.7847222222222222
pca_removal_k32,pca_removal,severe,25,5,5,0,0.26719734522744504,0.05034245143869261,0.1634231674574276,0.3520979020979021,0.25363610252901436,0.06399138155421402,0.1312807729669587,0.3595168487030618,0.3049550501978625,0.059227832654306665,0.1741277227432467,0.4137219589224977,557.68,56.30402590697522,470,668,0.20562323749225975,0.013449528464733964,0.1813380281690141,0.231629392971246,0.2336507936507936,0.1368554700006624,0.0,0.4888888888888889,0.1367286549707602,0.08466480375047503,0.0210526315789473,0.3444444444444444,0.371686547470794,0.05890533346521192,0.29375,0.5041095890410959,0.20786190476190472,0.08508091772476686,0.0625,0.3809523809523809,0.3483964767792668,0.10403954479801883,0.1584905660377358,0.4914285714285714,0.35586823529411765,0.1386031497683977,0.0933333333333333,0.6533333333333333,0.0,0.0,0.0,0.0,0.6988097683052311,0.07648305659848693,0.5128205128205128,0.8194444444444444,0.7074984868596483,0.05876822862299487,0.6023391812865497,0.8263888888888888,0.6690427069737415,0.07712783640147512,0.5714285714285714,0.8541666666666666,0.6865661855788897,0.07250516750579991,0.593103448275862,0.8541666666666666,0.7138783231287769,0.0642736403967325,0.6023391812865497,0.8402777777777778
