config_id,low_quantile,high_quantile,min_trigger_count,threshold_shift,runs,triggered_runs,trigger_rate,mean_failure_count,mean_delta_global_qwk,ci95_low_global_qwk,ci95_high_global_qwk,positive_seed_count_global_qwk,negative_seed_count_global_qwk,mean_delta_macro_f1,ci95_low_macro_f1,ci95_high_macro_f1,positive_seed_count_macro_f1,negative_seed_count_macro_f1,mean_delta_worst_site_qwk,ci95_low_worst_site_qwk,ci95_high_worst_site_qwk,positive_seed_count_worst_site_qwk,negative_seed_count_worst_site_qwk,mean_delta_mean_site_qwk,ci95_low_mean_site_qwk,ci95_high_mean_site_qwk,positive_seed_count_mean_site_qwk,negative_seed_count_mean_site_qwk,mean_delta_global_accuracy,ci95_low_global_accuracy,ci95_high_global_accuracy,positive_seed_count_global_accuracy,negative_seed_count_global_accuracy
low_0.1__high_0.9__min_2,0.1,0.9,2,25,15,8,0.5333333333333333,1.8666666666666667,0.0023411806757944226,-0.0008488716356685861,0.005531232987257431,6,2,0.004778869105757303,-0.00067114717127817,0.010228885382792777,6,2,0.003991073162616828,-0.004141477992272167,0.012123624317505823,5,3,0.002303825351565051,-0.0020708971712255966,0.006678547874355699,6,2,0.0034823529411764846,0.00013625244834064836,0.006828453434012321,7,1
low_0.1__high_0.9__min_2,0.1,0.9,2,35,15,11,0.7333333333333333,2.4,0.00521929533320434,0.00029284931173982186,0.010145741354668857,9,2,0.010564263593310566,0.005052073135781097,0.016076454050840037,11,0,0.00799100739178759,-0.001387537578545173,0.01736955236212035,7,4,0.005734046671202705,0.0014118907939008538,0.010056202548504556,10,1,0.00906666666666666,0.0049735623663045144,0.013159770967028805,11,0
low_0.1__high_0.9__min_2,0.1,0.9,2,45,15,13,0.8666666666666667,3.066666666666667,0.010333435909080979,0.0020628307014620914,0.018604041116699867,11,2,0.01673503452255428,0.010318161382355837,0.023151907662752724,13,0,0.01316765678490918,0.0057842310414473255,0.020551082528371036,11,2,0.010502083699282464,0.0031014463060724294,0.0179027210924925,11,2,0.014807843137254901,0.009857982894267106,0.019757703380242696,13,0
low_0.1__high_0.9__min_3,0.1,0.9,3,0,15,1,0.06666666666666667,0.6666666666666666,0.0001255099312312824,-0.0001437088712598183,0.0003947287337223831,1,0,0.0001903853517469763,-0.00021799122775028806,0.0005987619312442406,1,0,4.942373882571941e-05,-5.6590180955448785e-05,0.0001554376586068876,1,0,0.00020040274382847982,-0.0002294611416836093,0.0006302666293405689,1,0,3.1372549019607436e-05,-3.592156862745051e-05,9.866666666666539e-05,1,0
low_0.1__high_0.9__min_3,0.1,0.9,3,25,15,5,0.3333333333333333,1.8666666666666667,0.001287213823124526,-0.0017460968102482948,0.004320524456497347,3,2,0.0029029172462730142,-0.0018443331149444572,0.007650167607490486,4,1,0.003528374114504144,-0.004276768047926872,0.01133351627693516,3,2,0.0009682408065864105,-0.0030068766671784044,0.004943358280351225,3,2,0.0022274509803921574,-0.00099855831168152,0.005453460272465835,4,1
low_0.1__high_0.9__min_3,0.1,0.9,3,35,15,8,0.5333333333333333,2.4,0.005316089894404937,0.00048662982667682913,0.010145549962133044,7,1,0.007633897868525104,0.0018691115886841367,0.01339868414836607,8,0,0.010305188395692173,0.002292935152861204,0.01831744163852314,7,1,0.005700321226912649,0.001418713684405804,0.009981928769419494,8,0,0.0066196078431372506,0.0022346330822088324,0.011004582604065668,8,0
low_0.1__high_0.9__min_3,0.1,0.9,3,45,15,11,0.7333333333333333,3.066666666666667,0.010526980243074443,0.0023949775848624514,0.018658982901286432,10,1,0.015118835790296947,0.008194348141413663,0.02204332343918023,11,0,0.012902275298181325,0.0054652600900103095,0.020339290506352338,10,1,0.010619007989083417,0.0032879743023405,0.017950041675826336,10,1,0.012799999999999997,0.0070778515157047615,0.01852214848429523,11,0
low_0.1__high_0.9__min_4,0.1,0.9,4,0,15,0,0.0,0.6666666666666666,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
low_0.1__high_0.9__min_4,0.1,0.9,4,25,15,4,0.26666666666666666,1.8666666666666667,0.00015196023255285387,-0.001687757218158422,0.0019916776832641296,2,2,0.0019407105631590613,-0.002475618678672016,0.006357039804990138,3,1,0.0018643960681535177,-0.005222206675808218,0.008950998812115253,2,2,-0.000172207174320634,-0.003284807247951047,0.002940392899309779,2,2,0.0013803921568627494,-0.0014257460369946431,0.004186530350720142,3,1
low_0.1__high_0.9__min_4,0.1,0.9,4,35,15,5,0.3333333333333333,2.4,0.0023496403988693495,-0.00017526068205469657,0.004874541479793396,5,0,0.005877655871112205,0.0003174099395418656,0.011437901802682544,5,0,0.005072589303439042,-0.0012582270445683106,0.011403405651446395,4,1,0.0025910955843601257,0.00021709695208577996,0.004965094216634471,5,0,0.004894117647058819,0.0005443230886974073,0.00924391220542023,5,0
low_0.1__high_0.9__min_4,0.1,0.9,4,45,15,7,0.4666666666666667,3.066666666666667,0.009288186580346743,0.0008776123145806496,0.017698760846112837,7,0,0.009721762009573094,0.002980763891725256,0.01646276012742093,7,0,0.007929277708804154,0.0013866516751666596,0.01447190374244165,7,0,0.009329833311715182,0.001797308483554345,0.01686235813987602,7,0,0.008752941176470585,0.0027352084798720304,0.01477067387306914,7,0
low_0.15__high_0.75__min_2,0.15,0.75,2,0,15,4,0.26666666666666666,1.1333333333333333,-0.0011400889828168412,-0.0032690889480376517,0.0009889109824039691,2,2,-0.0027044683301868043,-0.006838106509706928,0.0014291698493333186,1,3,0.0012787099933371016,-0.0020493992224524093,0.004606819209126613,3,1,-0.0006737250691974654,-0.002294893779225038,0.0009474436408301073,2,2,-0.0019450980392156905,-0.0042613399508428995,0.00037114387241151867,1,3
low_0.15__high_0.75__min_2,0.15,0.75,2,25,15,10,0.6666666666666666,2.466666666666667,0.004466252319207927,0.00011650203126119512,0.00881600260715466,8,2,0.005228996821202566,-0.0004581107301818259,0.010916104372586957,7,3,0.0057674986074155365,-0.002515446837302363,0.014050444052133435,7,3,0.004343516374313206,-0.0009344095155650314,0.009621442264191444,8,2,0.0041725490196078486,0.0008745487291338789,0.007470549310081818,9,1
low_0.15__high_0.75__min_2,0.15,0.75,2,35,15,12,0.8,3.0,0.0057633890674154255,0.0008884133992739648,0.010638364735556887,10,2,0.009483820669367482,0.0029067668461189135,0.01606087449261605,11,1,0.007963055138559534,-0.0014235053170151921,0.01734961559413426,7,5,0.006174455358669658,0.0019420119763739118,0.010406898740965405,11,1,0.008752941176470578,0.004385335940442991,0.013120546412498164,11,1
low_0.15__high_0.75__min_2,0.15,0.75,2,45,15,13,0.8666666666666667,3.533333333333333,0.010333435909080979,0.0020628307014620914,0.018604041116699867,11,2,0.01673503452255428,0.010318161382355837,0.023151907662752724,13,0,0.01316765678490918,0.0057842310414473255,0.020551082528371036,11,2,0.010502083699282464,0.0031014463060724294,0.0179027210924925,11,2,0.014807843137254901,0.009857982894267106,0.019757703380242696,13,0
low_0.15__high_0.75__min_3,0.15,0.75,3,0,15,4,0.26666666666666666,1.1333333333333333,-0.0011400889828168412,-0.0032690889480376517,0.0009889109824039691,2,2,-0.0027044683301868043,-0.006838106509706928,0.0014291698493333186,1,3,0.0012787099933371016,-0.0020493992224524093,0.004606819209126613,3,1,-0.0006737250691974654,-0.002294893779225038,0.0009474436408301073,2,2,-0.0019450980392156905,-0.0042613399508428995,0.00037114387241151867,1,3
low_0.15__high_0.75__min_3,0.15,0.75,3,25,15,7,0.4666666666666667,2.466666666666667,0.002958520211413999,-0.0013797587188554652,0.007296799141683463,5,2,0.004005194921512467,-0.0016157905197919193,0.009626180362816854,5,2,0.0038686003930871477,-0.00441743417479119,0.012154634960965485,4,3,0.0025825256705436007,-0.002515426111602929,0.00768047745269013,5,2,0.0031058823529411805,-0.00026909424037579923,0.00648085894625816,6,1
low_0.15__high_0.75__min_3,0.15,0.75,3,35,15,9,0.6,3.0,0.005417686746575871,0.0006201691247851842,0.010215204368366558,8,1,0.008384181556212345,0.002722193146254631,0.014046169966170058,9,0,0.009909033851333023,0.0016870129046377066,0.01813105479802834,7,2,0.005919676097368268,0.0017087761257994268,0.01013057606893711,9,0,0.0072784313725490135,0.0029937456213930246,0.011563117123705002,9,0
low_0.15__high_0.75__min_3,0.15,0.75,3,45,15,12,0.8,3.533333333333333,0.010724558933129262,0.002665900332575159,0.018783217533683366,11,1,0.01654025365981514,0.009973724503224056,0.023106782816406227,12,0,0.01267102369023713,0.005087068178303518,0.02025497920217074,10,2,0.010695690196752797,0.0033993975583993096,0.017991982835106286,11,1,0.013866666666666664,0.008481154846789508,0.01925217848654382,12,0
low_0.15__high_0.75__min_4,0.15,0.75,4,0,15,2,0.13333333333333333,1.1333333333333333,-0.00025459820129093794,-0.0011312979617796744,0.0006221015591977986,1,1,8.68352338801485e-05,-0.0003917716882295514,0.0005654421559898484,1,1,0.0015082423774022062,-0.0016151416758501008,0.004631626430654514,2,0,-4.019749903272363e-06,-0.0006396141238675113,0.0006315746240609666,1,1,-0.00047058823529411896,-0.0015541817515868565,0.0006130052809986187,1,1
low_0.15__high_0.75__min_4,0.15,0.75,4,25,15,5,0.3333333333333333,2.466666666666667,0.000270739850050646,-0.0015833395394391997,0.0021248192395404916,3,2,0.0034239982197745416,-0.0018423838005521683,0.008690380240101252,4,1,0.0011181021218728807,-0.006209724625142683,0.008445928868888444,2,3,-0.00012195028041767456,-0.003237329688510136,0.0029934291276747862,3,2,0.002070588235294128,-0.0010018665011927736,0.005143042971781029,4,1
low_0.15__high_0.75__min_4,0.15,0.75,4,35,15,7,0.4666666666666667,3.0,0.004190894878476651,2.1074061118115175e-05,0.008360715695835188,7,0,0.008039426164105997,0.0022406956321768196,0.013838156696035175,7,0,0.007202393705712769,-0.0007797509222679019,0.01518453833369344,5,2,0.0045599522982934905,0.0005183595445299033,0.008601545052057078,7,0,0.006368627450980391,0.0020232225298230325,0.01071403237213775,7,0
low_0.15__high_0.75__min_4,0.15,0.75,4,45,15,10,0.6666666666666666,3.533333333333333,0.010626377013014528,0.0025399832956944073,0.01871277073033465,10,0,0.014848949134282193,0.007760401703426128,0.021937496565138256,10,0,0.011541628470450874,0.0039843031390785115,0.019098953801823238,9,1,0.010854239893219594,0.003656238169086493,0.018052241617352693,10,0,0.01254901960784313,0.0066733638976507964,0.018424675318035464,10,0
low_0.15__high_0.8__min_2,0.15,0.8,2,0,15,4,0.26666666666666666,1.0,-0.0011400889828168412,-0.0032690889480376517,0.0009889109824039691,2,2,-0.0027044683301868043,-0.006838106509706928,0.0014291698493333186,1,3,0.0012787099933371016,-0.0020493992224524093,0.004606819209126613,3,1,-0.0006737250691974654,-0.002294893779225038,0.0009474436408301073,2,2,-0.0019450980392156905,-0.0042613399508428995,0.00037114387241151867,1,3
low_0.15__high_0.8__min_2,0.15,0.8,2,25,15,9,0.6,2.1333333333333333,0.0038937074465861033,-0.00045110395094812147,0.008238518844120328,7,2,0.004397859124381276,-0.0012206275092330916,0.010016345757995643,6,3,0.005077593387480469,-0.0032121449440353058,0.013367331718996244,6,3,0.003867853321619282,-0.0014259895842898928,0.009161696227528457,7,2,0.003670588235294129,0.00036475094620864274,0.006976425524379616,8,1
low_0.15__high_0.8__min_2,0.15,0.8,2,35,15,12,0.8,2.8666666666666667,0.0057633890674154255,0.0008884133992739648,0.010638364735556887,10,2,0.009483820669367482,0.0029067668461189135,0.01606087449261605,11,1,0.007963055138559534,-0.0014235053170151921,0.01734961559413426,7,5,0.006174455358669658,0.0019420119763739118,0.010406898740965405,11,1,0.008752941176470578,0.004385335940442991,0.013120546412498164,11,1
low_0.15__high_0.8__min_2,0.15,0.8,2,45,15,13,0.8666666666666667,3.3333333333333335,0.010333435909080979,0.0020628307014620914,0.018604041116699867,11,2,0.01673503452255428,0.010318161382355837,0.023151907662752724,13,0,0.01316765678490918,0.0057842310414473255,0.020551082528371036,11,2,0.010502083699282464,0.0031014463060724294,0.0179027210924925,11,2,0.014807843137254901,0.009857982894267106,0.019757703380242696,13,0
low_0.15__high_0.8__min_3,0.15,0.8,3,0,15,3,0.2,1.0,-0.0011737011302600298,-0.00329537788588196,0.0009479756253619005,1,2,-0.0012343150960298032,-0.004121402756011988,0.0016527725639523816,1,2,0.0010780904599199189,-0.0022435492653548536,0.004399730185194691,2,1,-0.0006974771210797037,-0.0023144815369393976,0.0009195272947799904,1,2,-0.0011921568627451047,-0.0030215174672879393,0.0006372037417977298,1,2
low_0.15__high_0.8__min_3,0.15,0.8,3,25,15,6,0.4,2.1333333333333333,0.001405993440622318,-0.0016214462891261765,0.004433433170370813,4,2,0.004386204902888494,-0.0010753973418024974,0.009847807147579487,5,1,0.002782080168223507,-0.00529341259687322,0.010857572933320235,3,3,0.00101849770048937,-0.0029540576216598438,0.004991053022638583,4,2,0.002917647058823536,-0.00048653082616784355,0.006321824943814915,5,1
low_0.15__high_0.8__min_3,0.15,0.8,3,35,15,9,0.6,2.8666666666666667,0.005417686746575871,0.0006201691247851842,0.010215204368366558,8,1,0.008384181556212345,0.002722193146254631,0.014046169966170058,9,0,0.009909033851333023,0.0016870129046377066,0.01813105479802834,7,2,0.005919676097368268,0.0017087761257994268,0.01013057606893711,9,0,0.0072784313725490135,0.0029937456213930246,0.011563117123705002,9,0
low_0.15__high_0.8__min_3,0.15,0.8,3,45,15,12,0.8,3.3333333333333335,0.010724558933129262,0.002665900332575159,0.018783217533683366,11,1,0.01654025365981514,0.009973724503224056,0.023106782816406227,12,0,0.01267102369023713,0.005087068178303518,0.02025497920217074,10,2,0.010695690196752797,0.0033993975583993096,0.017991982835106286,11,1,0.013866666666666664,0.008481154846789508,0.01925217848654382,12,0
low_0.15__high_0.8__min_4,0.15,0.8,4,0,15,2,0.13333333333333333,1.0,-0.00025459820129093794,-0.0011312979617796744,0.0006221015591977986,1,1,8.68352338801485e-05,-0.0003917716882295514,0.0005654421559898484,1,1,0.0015082423774022062,-0.0016151416758501008,0.004631626430654514,2,0,-4.019749903272363e-06,-0.0006396141238675113,0.0006315746240609666,1,1,-0.00047058823529411896,-0.0015541817515868565,0.0006130052809986187,1,1
low_0.15__high_0.8__min_4,0.15,0.8,4,25,15,4,0.26666666666666666,2.1333333333333333,0.00015196023255285387,-0.001687757218158422,0.0019916776832641296,2,2,0.0019407105631590613,-0.002475618678672016,0.006357039804990138,3,1,0.0018643960681535177,-0.005222206675808218,0.008950998812115253,2,2,-0.000172207174320634,-0.003284807247951047,0.002940392899309779,2,2,0.0013803921568627494,-0.0014257460369946431,0.004186530350720142,3,1
low_0.15__high_0.8__min_4,0.15,0.8,4,35,15,6,0.4,2.8666666666666667,0.004089298026305717,-0.00010748544619174679,0.00828608149880318,6,0,0.007289142476418756,0.001404424422354049,0.013173860530483463,6,0,0.00759854825007192,-0.0002125965717672514,0.01540969307191109,5,1,0.00434059742783787,0.0002492758659235362,0.008431918989752204,6,0,0.005709803921568627,0.0013100270809598118,0.010109580762177443,6,0
low_0.15__high_0.8__min_4,0.15,0.8,4,45,15,9,0.6,3.3333333333333335,0.009936486310902388,0.001708139808466659,0.018164832813338118,9,0,0.012774919395117993,0.005856033068720876,0.01969380572151511,9,0,0.009515942003066217,0.002381279474504473,0.01665060453162796,8,1,0.009918548341653932,0.0025780407705267823,0.017259055912781082,9,0,0.011419607843137248,0.005326025561082137,0.017513190125192358,9,0
low_0.15__high_0.85__min_2,0.15,0.85,2,0,15,4,0.26666666666666666,1.0,-0.0011400889828168412,-0.0032690889480376517,0.0009889109824039691,2,2,-0.0027044683301868043,-0.006838106509706928,0.0014291698493333186,1,3,0.0012787099933371016,-0.0020493992224524093,0.004606819209126613,3,1,-0.0006737250691974654,-0.002294893779225038,0.0009474436408301073,2,2,-0.0019450980392156905,-0.0042613399508428995,0.00037114387241151867,1,3
low_0.15__high_0.85__min_2,0.15,0.85,2,25,15,8,0.5333333333333333,2.0,0.0023411806757944226,-0.0008488716356685861,0.005531232987257431,6,2,0.004778869105757303,-0.00067114717127817,0.010228885382792777,6,2,0.003991073162616828,-0.004141477992272167,0.012123624317505823,5,3,0.002303825351565051,-0.0020708971712255966,0.006678547874355699,6,2,0.0034823529411764846,0.00013625244834064836,0.006828453434012321,7,1
low_0.15__high_0.85__min_2,0.15,0.85,2,35,15,11,0.7333333333333333,2.533333333333333,0.00521929533320434,0.00029284931173982186,0.010145741354668857,9,2,0.010564263593310566,0.005052073135781097,0.016076454050840037,11,0,0.00799100739178759,-0.001387537578545173,0.01736955236212035,7,4,0.005734046671202705,0.0014118907939008538,0.010056202548504556,10,1,0.00906666666666666,0.0049735623663045144,0.013159770967028805,11,0
low_0.15__high_0.85__min_2,0.15,0.85,2,45,15,13,0.8666666666666667,3.3333333333333335,0.010333435909080979,0.0020628307014620914,0.018604041116699867,11,2,0.01673503452255428,0.010318161382355837,0.023151907662752724,13,0,0.01316765678490918,0.0057842310414473255,0.020551082528371036,11,2,0.010502083699282464,0.0031014463060724294,0.0179027210924925,11,2,0.014807843137254901,0.009857982894267106,0.019757703380242696,13,0
low_0.15__high_0.85__min_3,0.15,0.85,3,0,15,3,0.2,1.0,-0.0011737011302600298,-0.00329537788588196,0.0009479756253619005,1,2,-0.0012343150960298032,-0.004121402756011988,0.0016527725639523816,1,2,0.0010780904599199189,-0.0022435492653548536,0.004399730185194691,2,1,-0.0006974771210797037,-0.0023144815369393976,0.0009195272947799904,1,2,-0.0011921568627451047,-0.0030215174672879393,0.0006372037417977298,1,2
low_0.15__high_0.85__min_3,0.15,0.85,3,25,15,6,0.4,2.0,0.001405993440622318,-0.0016214462891261765,0.004433433170370813,4,2,0.004386204902888494,-0.0010753973418024974,0.009847807147579487,5,1,0.002782080168223507,-0.00529341259687322,0.010857572933320235,3,3,0.00101849770048937,-0.0029540576216598438,0.004991053022638583,4,2,0.002917647058823536,-0.00048653082616784355,0.006321824943814915,5,1
low_0.15__high_0.85__min_3,0.15,0.85,3,35,15,8,0.5333333333333333,2.533333333333333,0.005316089894404937,0.00048662982667682913,0.010145549962133044,7,1,0.007633897868525104,0.0018691115886841367,0.01339868414836607,8,0,0.010305188395692173,0.002292935152861204,0.01831744163852314,7,1,0.005700321226912649,0.001418713684405804,0.009981928769419494,8,0,0.0066196078431372506,0.0022346330822088324,0.011004582604065668,8,0
low_0.15__high_0.85__min_3,0.15,0.85,3,45,15,12,0.8,3.3333333333333335,0.010724558933129262,0.002665900332575159,0.018783217533683366,11,1,0.01654025365981514,0.009973724503224056,0.023106782816406227,12,0,0.01267102369023713,0.005087068178303518,0.02025497920217074,10,2,0.010695690196752797,0.0033993975583993096,0.017991982835106286,11,1,0.013866666666666664,0.008481154846789508,0.01925217848654382,12,0
low_0.15__high_0.85__min_4,0.15,0.85,4,0,15,2,0.13333333333333333,1.0,-0.00025459820129093794,-0.0011312979617796744,0.0006221015591977986,1,1,8.68352338801485e-05,-0.0003917716882295514,0.0005654421559898484,1,1,0.0015082423774022062,-0.0016151416758501008,0.004631626430654514,2,0,-4.019749903272363e-06,-0.0006396141238675113,0.0006315746240609666,1,1,-0.00047058823529411896,-0.0015541817515868565,0.0006130052809986187,1,1
low_0.15__high_0.85__min_4,0.15,0.85,4,25,15,4,0.26666666666666666,2.0,0.00015196023255285387,-0.001687757218158422,0.0019916776832641296,2,2,0.0019407105631590613,-0.002475618678672016,0.006357039804990138,3,1,0.0018643960681535177,-0.005222206675808218,0.008950998812115253,2,2,-0.000172207174320634,-0.003284807247951047,0.002940392899309779,2,2,0.0013803921568627494,-0.0014257460369946431,0.004186530350720142,3,1
low_0.15__high_0.85__min_4,0.15,0.85,4,35,15,5,0.3333333333333333,2.533333333333333,0.0023496403988693495,-0.00017526068205469657,0.004874541479793396,5,0,0.005877655871112205,0.0003174099395418656,0.011437901802682544,5,0,0.005072589303439042,-0.0012582270445683106,0.011403405651446395,4,1,0.0025910955843601257,0.00021709695208577996,0.004965094216634471,5,0,0.004894117647058819,0.0005443230886974073,0.00924391220542023,5,0
low_0.15__high_0.85__min_4,0.15,0.85,4,45,15,9,0.6,3.3333333333333335,0.009936486310902388,0.001708139808466659,0.018164832813338118,9,0,0.012774919395117993,0.005856033068720876,0.01969380572151511,9,0,0.009515942003066217,0.002381279474504473,0.01665060453162796,8,1,0.009918548341653932,0.0025780407705267823,0.017259055912781082,9,0,0.011419607843137248,0.005326025561082137,0.017513190125192358,9,0
low_0.15__high_0.9__min_2,0.15,0.9,2,0,15,3,0.2,0.8,-0.0007599808502946208,-0.002774366377053722,0.0012544046764644805,2,1,-0.0026009182123199765,-0.006749972829488447,0.0015481364048484936,1,2,-0.0001801086452393852,-0.0012345901255130835,0.0008743728350343132,2,1,-0.00046930257546571317,-0.002050117397799926,0.0011115122468684994,2,1,-0.0014431372549019643,-0.0036068886922783574,0.0007206141824744289,1,2
low_0.15__high_0.9__min_2,0.15,0.9,2,25,15,8,0.5333333333333333,1.9333333333333333,0.0023411806757944226,-0.0008488716356685861,0.005531232987257431,6,2,0.004778869105757303,-0.00067114717127817,0.010228885382792777,6,2,0.003991073162616828,-0.004141477992272167,0.012123624317505823,5,3,0.002303825351565051,-0.0020708971712255966,0.006678547874355699,6,2,0.0034823529411764846,0.00013625244834064836,0.006828453434012321,7,1
low_0.15__high_0.9__min_2,0.15,0.9,2,35,15,11,0.7333333333333333,2.4,0.00521929533320434,0.00029284931173982186,0.010145741354668857,9,2,0.010564263593310566,0.005052073135781097,0.016076454050840037,11,0,0.00799100739178759,-0.001387537578545173,0.01736955236212035,7,4,0.005734046671202705,0.0014118907939008538,0.010056202548504556,10,1,0.00906666666666666,0.0049735623663045144,0.013159770967028805,11,0
low_0.15__high_0.9__min_2,0.15,0.9,2,45,15,13,0.8666666666666667,3.1333333333333333,0.010333435909080979,0.0020628307014620914,0.018604041116699867,11,2,0.01673503452255428,0.010318161382355837,0.023151907662752724,13,0,0.01316765678490918,0.0057842310414473255,0.020551082528371036,11,2,0.010502083699282464,0.0031014463060724294,0.0179027210924925,11,2,0.014807843137254901,0.009857982894267106,0.019757703380242696,13,0
low_0.15__high_0.9__min_3,0.15,0.9,3,0,15,2,0.13333333333333333,0.8,-0.0007935929977378094,-0.002802328457294449,0.00121514246181883,1,1,-0.0011307649781629756,-0.004022633343247712,0.0017611033869217609,1,1,-0.0003807281786565679,-0.001316967188156722,0.0005555108308435861,1,1,-0.0004930546273479515,-0.0020706104059903486,0.0010845011512944456,1,1,-0.0006901960784313784,-0.00224421777535303,0.0008638256184902729,1,1
low_0.15__high_0.9__min_3,0.15,0.9,3,25,15,6,0.4,1.9333333333333333,0.001405993440622318,-0.0016214462891261765,0.004433433170370813,4,2,0.004386204902888494,-0.0010753973418024974,0.009847807147579487,5,1,0.002782080168223507,-0.00529341259687322,0.010857572933320235,3,3,0.00101849770048937,-0.0029540576216598438,0.004991053022638583,4,2,0.002917647058823536,-0.00048653082616784355,0.006321824943814915,5,1
low_0.15__high_0.9__min_3,0.15,0.9,3,35,15,8,0.5333333333333333,2.4,0.005316089894404937,0.00048662982667682913,0.010145549962133044,7,1,0.007633897868525104,0.0018691115886841367,0.01339868414836607,8,0,0.010305188395692173,0.002292935152861204,0.01831744163852314,7,1,0.005700321226912649,0.001418713684405804,0.009981928769419494,8,0,0.0066196078431372506,0.0022346330822088324,0.011004582604065668,8,0
low_0.15__high_0.9__min_3,0.15,0.9,3,45,15,12,0.8,3.1333333333333333,0.010724558933129262,0.002665900332575159,0.018783217533683366,11,1,0.01654025365981514,0.009973724503224056,0.023106782816406227,12,0,0.01267102369023713,0.005087068178303518,0.02025497920217074,10,2,0.010695690196752797,0.0033993975583993096,0.017991982835106286,11,1,0.013866666666666664,0.008481154846789508,0.01925217848654382,12,0
low_0.15__high_0.9__min_4,0.15,0.9,4,0,15,1,0.06666666666666667,0.8,0.0001255099312312824,-0.0001437088712598183,0.0003947287337223831,1,0,0.0001903853517469763,-0.00021799122775028806,0.0005987619312442406,1,0,4.942373882571941e-05,-5.6590180955448785e-05,0.0001554376586068876,1,0,0.00020040274382847982,-0.0002294611416836093,0.0006302666293405689,1,0,3.1372549019607436e-05,-3.592156862745051e-05,9.866666666666539e-05,1,0
low_0.15__high_0.9__min_4,0.15,0.9,4,25,15,4,0.26666666666666666,1.9333333333333333,0.00015196023255285387,-0.001687757218158422,0.0019916776832641296,2,2,0.0019407105631590613,-0.002475618678672016,0.006357039804990138,3,1,0.0018643960681535177,-0.005222206675808218,0.008950998812115253,2,2,-0.000172207174320634,-0.003284807247951047,0.002940392899309779,2,2,0.0013803921568627494,-0.0014257460369946431,0.004186530350720142,3,1
low_0.15__high_0.9__min_4,0.15,0.9,4,35,15,5,0.3333333333333333,2.4,0.0023496403988693495,-0.00017526068205469657,0.004874541479793396,5,0,0.005877655871112205,0.0003174099395418656,0.011437901802682544,5,0,0.005072589303439042,-0.0012582270445683106,0.011403405651446395,4,1,0.0025910955843601257,0.00021709695208577996,0.004965094216634471,5,0,0.004894117647058819,0.0005443230886974073,0.00924391220542023,5,0
low_0.15__high_0.9__min_4,0.15,0.9,4,45,15,7,0.4666666666666667,3.1333333333333333,0.009288186580346743,0.0008776123145806496,0.017698760846112837,7,0,0.009721762009573094,0.002980763891725256,0.01646276012742093,7,0,0.007929277708804154,0.0013866516751666596,0.01447190374244165,7,0,0.009329833311715182,0.001797308483554345,0.01686235813987602,7,0,0.008752941176470585,0.0027352084798720304,0.01477067387306914,7,0
